序號,學科術語,參考解釋,第1階段,第2階段,第3階段,第4階段,第5階段,臺灣台語詞彙,臺羅
101574,國際貿易,國與國之間商品的交換或買賣。依商品移動的方向觀察，可分為出口貿易、進口貿易與過境貿易。若從交易進行的方式而言，則有直接貿易和間接貿易之分。國際貿易如從本國立場來觀察，即為對外貿易。亦縮稱為「國貿」。,,,社會-社會,社會-歷史 社會-公民與社會,社會-歷史,國際貿易,kok-tsè bōo-i̍k
101575,國際管樂節,嘉義市國際管樂節，簡稱「嘉管」，由嘉義市政府文化局主辦。從1993年舉辦第一屆管樂節至今，已一共舉辦了24屆，每屆管樂節都舉辦在每年12月中下旬，是臺灣最盛大的古典音樂節。,,,藝術-藝術,,,國際管樂節,kok-tsè kuán-ga̍k-tseh
101576,國際競爭力,一個國家在世界經濟的大環境下，與各國的競爭力相比較，其創造增加值和國民財富持續增長的能力。,,,社會-社會,,,國際競爭力,kok-tsè kīng-tsing-li̍k
101577,國曆,由國家規定採用的曆法。我國於民國元年改以陽曆為國曆。,,自然科學-自然科學,,自然科學-地球科學,,新曆 陽曆,sin-li̍k iông-li̍k
101578,基本人權,1.人與生俱來就有的權利，也稱「天賦人權」。 2.人民在法律上所享有的權利，包括自由、人身安全、工作、受教育、集會結社、宗教信仰、財產等權利。,,,社會-社會,社會-公民與社會,社會-歷史 社會-公民與社會,基本人權,ki-pún jîn-khuân ki-pún jîn-kuân
101579,基因改造食品,利用現代分子生物技術，將某些生物的基因轉移到其他物種中去，改造生物的遺傳物質，使其在形狀、營養品質、消費品質等方面向人們所需要的目標轉變，從而形成的可以直接食用，或者作為加工原料生產的食品。,,,社會-社會,,,基因改造食品,ki-in kái-tsō si̍t-phín
101580,基隆,城市名。為我國第二級行政區，位於臺灣東北部，面積約132平方公里。舊名「雞籠」，光緒元年（西元1875年）因其名不雅而改為「基隆」，取基地昌隆之意。為臺灣北部第一大港，全臺第二大港。,,,社會-社會,社會-歷史,,基隆,Ke-lâng
101581,基準量,用來當作標準的數量。,,,數學-數學,,,基準量,ki-tsún-liōng
101582,基督宗教,西元一世紀由巴勒斯坦境內拿撒勒人耶穌所創立的宗教，初期流行於亞細亞西部，現遍及世界。十一世紀分裂為天主教和東正教，十六世紀宗教改革後又從天主教分裂出許多新教派，如長老會、聖公會、浸信會、衛理會等。我國統稱新教為「基督教」。,,,社會-社會,,社會-歷史,基督宗教,Ki-tok tsong-kàu
101583,基督教,西元一世紀由巴勒斯坦境內拿撒勒人耶穌所創立的宗教，初期流行於亞細亞西部，現遍及世界。十一世紀分裂為天主教和東正教，十六世紀宗教改革後又從天主教分裂出許多新教派，如長老會、聖公會、浸信會、衛理會等。我國統稱新教為「基督教」。,,社會-社會,社會-社會,社會-歷史,社會-歷史,基督教,Ki-tok-kàu
101584,堆肥,把動物的排泄物和植物等混合堆積，經腐化而成的肥料。,,,社會-社會,健康與體育-健康教育,,堆肥 𩛩肥 漚肥,tui-puî kauh-puî au-puî
101585,專名號,一種標點符號。用在人名、種族名、國名、地名、機構名等，其符號為「＿＿」。在作文寫作中，提到人名、國名等專有名詞當加注專名號，也就是在專有名詞左邊（直字）或下邊（橫字）加上一直線。,語文-國語文,語文-國語文,,語文-國語文,,專名號,tsuan-bîng-hō tsuan-miâ-hō
101586,專賣制度,國家對某種產品的生產、購銷實行壟斷經營和統一管理的一種制度。,,,社會-社會,社會-歷史,,專賣制度,tsuan-bē tsè-tōo
101587,帶分數,指帶有整數的分數。,,數學-數學,,數學-數學,,帶分數,tài-hun-sòo
101588,強力電磁鐵,在一塊鐵芯上纏繞可導電的線圈，就可形成一塊電磁鐵；電磁鐵是一種暫時性的磁鐵，只有通電時才會產生磁力。它的磁力強弱可依通過的電流大小來改變，因此電磁鐵有強也有弱，可以依不同的需要，應用在不同的地方。,,自然科學-自然科學,,自然科學-理化,,強力電磁鐵,kiông-li̍k tiān-tsû-thih
101589,強力磁鐵,強力磁鐵是指釹鐵硼磁鐵。它相比於鐵氧體磁鐵、鋁鎳鈷、釤鈷的磁性能大大的超越了其他幾種磁鐵。,,自然科學-自然科學,,自然科學-理化,,強力吸石  強力吸鐵,kiông-li̍k khip-tsio̍h kiông-li̍k khi̍p-tsio̍h kiông-li̍k khip-thih
101590,彩虹,大氣中的水氣受日光照射時，由於折射及反射作用，而於天空中形成弧形的帶狀景觀，由外圈到內圈呈紅、橙、黃、綠、藍、靛、紫七種顏色。,,自然科學-自然科學,,自然科學-地球科學,,虹,khīng
101591,情節,事情的變化、經過情形。,,藝術-藝術,,,,情節,tsîng-tsiat
101592,捷泳,一種泳式。伸直身體俯於水面漂浮，兩手由前向後交互划水，雙腿上下交互打水。,,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-體育,,覆水泅 掠篙泅,phak-tsuí-siû lia̍h-ko-siû
101593,捷運,一種快速而便捷的大眾運輸。由於在專用道上行駛，不受其他車輛或行人的干擾，可提供乘客快速的服務，故適用於大規模的都市。,,社會-社會,社會-社會,社會-地理,,捷運,tsia̍t-ūn
101594,授粉,植物繁殖中，雄蕊花藥裡的花粉經由風或昆蟲等媒介，傳到雌蕊的柱頭或胚珠的過程。是子房形成果實的必要條件，可分為自花授粉和異花授粉兩種。也稱為「傳粉」。,,,自然科學-自然科學,自然科學-生物,,弄花,lāng-hue
101595,排比,一種修辭手法。以三個或三個以上結構相似、字數大致相等的句法，表達出內容相關的意象。,,,語文-國語文,語文-國語文,語文-國語文,排比,pâi-pí
101596,排球,1.一種球類運動。由美國人所創，球場長方形，中央隔有高網。每隊六人，雙方分占一 邊，以手托球或擊球，使球在網上相互往來，不落地，球在同隊中互相傳不可超過三次，兩隊球員均不得握球、觸網，不得進入對方場地，不得一人連擊。比賽採三局兩勝制，只有發球隊可得分，先得十五分的一方勝一局。 2.排球運動中所使用的球。通常用人造皮革或牛皮做殼，橡膠做內胎。,,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-體育,,排球,pâi-kiû
101597,接目鏡,顯微鏡或望遠鏡貼近眼睛的透鏡。,,,自然科學-自然科學,自然科學-生物,,接目鏡,tsiap-bo̍k-kiànn
101598,接物鏡,顯微鏡上用於接近觀察物一端的透鏡。鏡頭較短的為低倍鏡，較長的為高倍鏡。,,,自然科學-自然科學,自然科學-生物,,接物鏡,tsiap-bu̍t-kiànn
101599,接球,足球、排球和籃球接球是指運動員有目的地用身體的合理部位（例腳或手）把運行中的球接下來，控制在所需要的範圍內，以便更好地銜接下一個技術動作。,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-體育,,承球 接球,sîn-kiû tsiap-kiû
101600,接觸力,因物體相互接觸而產生的效應力。如彈力、摩擦力、表面張力等。,,自然科學-自然科學,,自然科學-理化,自然科學-物理,接觸力,tsiap-tshiok-li̍k
101601,接觸面,是指一般情況下，選擇兩物體中硬度較大的一方為主動體（接觸體），其接觸表面稱為接觸面。,,,自然科學-自然科學,自然科學-理化,自然科學-化學,接觸面,tsiap-tshiok-bīn
101602,控制變因,控制變因：實驗中除了操控(作)變因外，其餘變因都需要控制好，避免影響實驗。,,,自然科學-自然科學,自然科學-理化,,控制變因,khòng-tsè piàn-in
101603,控球,控制球的速度、方向。,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-健康與體育,健康與體育-體育,,控球,khòng-kiû
101604,推荐序,通常放在正文前，推薦作品的文體。,,語文-國語文,,,,推薦序,thui-tsiàn-sū tshui-tsiàn-sū
101605,敘事,敘述事情。,,語文-國語文,,語文-國語文,語文-國語文,敘事,sū-sū
101606,敘述,陳述、陳說。,,語文-國語文,語文-國語文,語文-國語文,語文-國語文,敘述,sū-su̍t
101607,敘述語句,用來描述周遭環境經驗，具記述及報導的功能且可以查證真假的語句。,,,,語文-國語文,,敘述句,sū-su̍t-kù
101608,敘寫,敘述描寫。,,語文-國語文,語文-國語文,語文-國語文,,敘寫,sū-siá
101609,教育,1.教導培育。 2.一種有關培植人才，訓練技能，以支應國家建設、社會發展的事業。,,社會-社會,社會-社會,社會-歷史 社會-公民與社會,社會-歷史,教育,kàu-io̍k
101610,教育程度,接受教育後所到達的高低程度。,,社會-社會,,社會-地理 社會-公民與社會,社會-歷史,教育程度,kàu-io̍k thîng-tōo
101611,教室,學校裡進行教學活動的房間。,健康與體育-健康與體育 社會-生活課程 自然科學-生活課程 藝術-生活課程 綜合活動-生活課程,社會-社會 綜合活動-綜合活動,綜合活動-綜合活動,,,教室 課室,kàu-sik khò-sik
101612,教師節,我國國定節日之一。民國四十一年，政府為發揚至聖先師孔子的教育精神，特定孔子誕辰九月二十八日為「教師節」。當日多有表揚全國優良教師的活動。,,社會-社會,,,,教師節,Kàu-su-tseh
101613,旋律,若干高低、長短、強弱不同的樂音，依節奏上的一定組織關係連續奏出，稱為「旋律」。是構成音樂的基本要素，可以表現出音樂的內容、風格及體裁。,,藝術-藝術,,藝術-音樂,藝術-音樂,旋律,suân-lu̍t
101614,旋轉角,以順時針或逆時針方向旋轉所形成的角。,,數學-數學,,,,旋轉角,suân-tsuán-kak
101615,旋轉盤,可以旋轉調換多種不同倍率的物鏡。,,,自然科學-自然科學,自然科學-理化 自然科學-生物,,轉踅盤,tńg-se̍h-puânn
101616,族群,在特定時間內占據某一空間，物種相同所組成的個體群。,,社會-社會,社會-社會,社會-歷史,社會-地理 社會-歷史 社會-公民與社會,族群,tso̍k-kûn
101617,族群械鬥,不同的種族群體持器械相互打鬥。,,,社會-社會,,,族群械鬥,tso̍k-kûn hāi-tàu
101618,族譜,記載宗族或家族系統的譜牒。,,,社會-社會,社會-歷史,社會-歷史,族譜,tso̍k-phóo
101619,曹公圳,最早起建於清朝道光年間，位於臺灣南部高雄平原，由曹公舊圳、曹公新圳、鳳山圳、大寮圳、林園圳等五個水圳灌溉系統構成，灌溉範圍涵蓋大高雄所有農業精華區所在，是高雄地區最重要的水圳。,,,社會-社會,社會-歷史,,曹公圳,Tsô-kong-tsùn
101620,望,農曆每月十五，地球上所看見的滿月月相。後指農曆的每月十五。,,自然科學-自然科學,,自然科學-地球科學,,望,bōng
101621,望遠鏡,用來觀察天體或遠處物體的儀器。望遠鏡主要分折射望遠鏡和反射望遠鏡兩種。,,自然科學-自然科學,,,自然科學-地球科學,召鏡 千里鏡,tiàu-kiànn tshian-lí-kiànn
101622,梅雨,華南地區每年五至七月、日本南部六至七月初，因東南季風滯留而帶來綿綿不斷的雨水，因正值梅子成熟，故稱為「梅雨」。,,,社會-社會,社會-地理,社會-地理,黃酸雨,n̂g-sng-hōo
101623,梅雨季節,華南地區每年五至七月、日本南部六至七月初，因東南季風滯留而帶來綿綿不斷的雨水，因正值梅子成熟，故稱為「梅雨」，此時段便被稱作梅雨季節。,,自然科學-自然科學,,,,黃酸雨季節 芒種雨季節 梅雨季節,n̂g-sng-hōo kuì-tseh bông-tsíng-hōo kuì-tseh muî-ú kuì-tseh
101624,梆笛,一種形如曲笛而較短小，音比曲笛高四度的樂器。音色高亢、清脆，常用於北方的梆子戲中。,,藝術-藝術,,藝術-音樂,,梆笛,pang-ti̍k
101625,條件句,一種假定句。分一、必然性的條件句。,,,語文-國語文,,,條件句,tiâu-kiānn-kù
101626,梯形,四邊形中只有兩邊平行的稱為「梯形」。,,數學-數學,數學-數學,數學-數學,數學-數學,梯形,thui-hîng
101627,械鬥,雙方持器械打鬥。,,,社會-社會,社會-歷史,,械鬥 捙拚,hāi-tàu tshia-piànn
101628,毫公升（ml、cc）,計算容量的單位。公制1毫升等於千分之一升，即1立方公分。也稱為「西西」。可用ml或cc表示。,,,數學-數學,,,毫公升,hô-kong-tsin
101629,毫升（ml、cc）,量詞。計算容量的單位。公制1毫升等於千分之一公升。也稱為「西西」。可用ml或cc表示。,,數學-數學,,,,毫升,hô-tsin
101630,毫米（mm）,量詞。計算長度的單位。由英語millimeter翻譯得名。公制1毫米等於千分之一公尺。英文簡寫為㎜。,,數學-數學,,,,亳米 公厘 mí-lih,hô-bí kong-lî mí-lih
101631,液態,一種介於氣態和固態之間，易於流動而幾乎不可壓縮的狀態。是物質存在的一種基本形態，此時分子與分子之間距離相近，位置卻不固定，因此可隨意變形而體積不變。,,自然科學-自然科學,,自然科學-理化,自然科學-化學,液態,i̍k-thài
