hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
界內球,kài-lāi-kiû,16,kài-lāi-kiû,kai3lai7kiu5,kai3lai7kiu5,kailaikiu,kailaikiu,klk,klk
界外球,kài-guā-kiû,16,kài-gōa-kiû,kai3gua7kiu5,kai3goa7kiu5,kaiguakiu,kaigoakiu,kgk,kgk
番薯球,han-tsî-kiû,16,han-chî-kiû,hantsi5kiu5,hanchi5kiu5,hantsikiu,hanchikiu,htk,hck
番薯球,han-tsû-kiû,16,han-chû-kiû,hantsu5kiu5,hanchu5kiu5,hantsukiu,hanchukiu,htk,hck
番麥枝,huan-be̍h-ki,16,hoan-be̍h-ki,huanbeh8ki,hoanbeh8ki,huanbehki,hoanbehki,hbk,hbk
畫圖板,uē-tôo-pán,16,ōe-tô͘-pán,ue7too5pan2,oe7too5pan2,uetoopan,oetoopan,utp,otp
畫圖板,uī-tôo-pán,16,ūi-tô͘-pán,ui7too5pan2,ui7too5pan2,uitoopan,uitoopan,utp,utp
畫鼻影,uē-phīnn-iánn,16,ōe-phīⁿ-iáⁿ,ue7phinn7iann2,oe7phinn7iann2,uephinniann,oephinniann,upi,opi
痟牛症,siáu-gû-tsìng,16,siáu-gû-chèng,siau2gu5tsing3,siau2gu5cheng3,siaugutsing,siaugucheng,sgt,sgc
痟狗病,siáu-káu-pēnn,16,siáu-káu-pēⁿ,siau2kau2penn7,siau2kau2penn7,siaukaupenn,siaukaupenn,skp,skp
痟狗病,siáu-káu-pīnn,16,siáu-káu-pīⁿ,siau2kau2pinn7,siau2kau2pinn7,siaukaupinn,siaukaupinn,skp,skp
痟鹿症,siáu-lo̍k-tsìng,16,siáu-lo̍k-chèng,siau2lok8tsing3,siau2lok8cheng3,siauloktsing,siaulokcheng,slt,slc
發球權,huat-kiû-khuân,16,hoat-kiû-khoân,huatkiu5khuan5,hoatkiu5khoan5,huatkiukhuan,hoatkiukhoan,hkk,hkk
發球權,huat-kiû-kuân,16,hoat-kiû-koân,huatkiu5kuan5,hoatkiu5koan5,huatkiukuan,hoatkiukoan,hkk,hkk
益生菌,ik-sing-khún,16,ek-seng-khún,iksingkhun2,eksengkhun2,iksingkhun,eksengkhun,isk,esk
監視器,kàm-sī-khì,16,kàm-sī-khì,kam3si7khi3,kam3si7khi3,kamsikhi,kamsikhi,ksk,ksk
目墘線,ba̍k-kînn-suànn,16,ba̍k-kîⁿ-sòaⁿ,bak8kinn5suann3,bak8kinn5soann3,bakkinnsuann,bakkinnsoann,bks,bks
目尾痕,ba̍k-bué-hûn,16,ba̍k-bóe-hûn,bak8bue2hun5,bak8boe2hun5,bakbuehun,bakboehun,bbh,bbh
目尾痕,ba̍k-bé-hûn,16,ba̍k-bé-hûn,bak8be2hun5,bak8be2hun5,bakbehun,bakbehun,bbh,bbh
目屎溝,ba̍k-sái-kau,16,ba̍k-sái-kau,bak8sai2kau,bak8sai2kau,baksaikau,baksaikau,bsk,bsk
目彩盤,ba̍k-tshái-puânn,16,ba̍k-chhái-pôaⁿ,bak8tshai2puann5,bak8chhai2poann5,baktshaipuann,bakchhaipoann,btp,bcp
目彩筅,ba̍k-tshái-tshíng,16,ba̍k-chhái-chhéng,bak8tshai2tshing2,bak8chhai2chheng2,baktshaitshing,bakchhaichheng,btt,bcc
目眉筅,ba̍k-bâi-tshíng,16,ba̍k-bâi-chhéng,bak8bai5tshing2,bak8bai5chheng2,bakbaitshing,bakbaichheng,bbt,bbc
目眉筆,ba̍k-bâi-pit,16,ba̍k-bâi-pit,bak8bai5pit,bak8bai5pit,bakbaipit,bakbaipit,bbp,bbp
目眉粉,ba̍k-bâi-hún,16,ba̍k-bâi-hún,bak8bai5hun2,bak8bai5hun2,bakbaihun,bakbaihun,bbh,bbh
目眉膠,ba̍k-bâi-ka,16,ba̍k-bâi-ka,bak8bai5ka,bak8bai5ka,bakbaika,bakbaika,bbk,bbk
目睭頭,ba̍k-tsiu-thâu,16,ba̍k-chiu-thâu,bak8tsiuthau5,bak8chiuthau5,baktsiuthau,bakchiuthau,btt,bct
直排輪,ti̍t-pâi-lián,16,ti̍t-pâi-lián,tit8pai5lian2,tit8pai5lian2,titpailian,titpailian,tpl,tpl
真假值,tsin-ké-ta̍t,16,chin-ké-ta̍t,tsinke2tat8,chinke2tat8,tsinketat,chinketat,tkt,ckt
眼影盤,gán-iánn-puânn,16,gán-iáⁿ-pôaⁿ,gan2iann2puann5,gan2iann2poann5,ganiannpuann,ganiannpoann,gip,gip
眼影筅,gán-iánn-tshíng,16,gán-iáⁿ-chhéng,gan2iann2tshing2,gan2iann2chheng2,ganianntshing,ganiannchheng,git,gic
碳跤跡,thuànn-kha-jiah,16,thòaⁿ-kha-jiah,thuann3khajiah,thoann3khajiah,thuannkhajiah,thoannkhajiah,tkj,tkj
碳跤跡,thuànn-kha-liah,16,thòaⁿ-kha-liah,thuann3khaliah,thoann3khaliah,thuannkhaliah,thoannkhaliah,tkl,tkl
確認框,khak-jīn-khing,16,khak-jīn-kheng,khakjin7khing,khakjin7kheng,khakjinkhing,khakjinkheng,kjk,kjk
確認框,khak-līn-khing,16,khak-līn-kheng,khaklin7khing,khaklin7kheng,khaklinkhing,khaklinkheng,klk,klk
神波刀,sîn-pho-to,16,sîn-pho-to,sin5photo,sin5photo,sinphoto,sinphoto,spt,spt
禽流感,khîm-liû-kám,16,khîm-liû-kám,khim5liu5kam2,khim5liu5kam2,khimliukam,khimliukam,klk,klk
禽鳥類,khîm-tsiáu-luī,16,khîm-chiáu-lūi,khim5tsiau2lui7,khim5chiau2lui7,khimtsiaului,khimchiaului,ktl,kcl
秋田狗,tshiu-tiân-káu,16,chhiu-tiân-káu,tshiutian5kau2,chhiutian5kau2,tshiutiankau,chhiutiankau,ttk,ctk
穆斯林,bo̍k-su-lîm,16,bo̍k-su-lîm,bok8sulim5,bok8sulim5,boksulim,boksulim,bsl,bsl
積分賽,tsik-hun-sài,16,chek-hun-sài,tsikhunsai3,chekhunsai3,tsikhunsai,chekhunsai,ths,chs
空心球,khang-sim-kiû,16,khang-sim-kiû,khangsimkiu5,khangsimkiu5,khangsimkiu,khangsimkiu,ksk,ksk
空心磚,khang-sim-tsng,16,khang-sim-chng,khangsimtsng,khangsimchng,khangsimtsng,khangsimchng,kst,ksc
空手道,khang-tshiú-tō,16,khang-chhiú-tō,khangtshiu2to7,khangchhiu2to7,khangtshiuto,khangchhiuto,ktt,kct
窯烘麭,iô-hang-pháng,16,iô-hang-pháng,io5hangphang2,io5hangphang2,iohangphang,iohangphang,ihp,ihp
米割包,bí-kuah-pau,16,bí-koah-pau,bi2kuahpau,bi2koahpau,bikuahpau,bikoahpau,bkp,bkp
米格魯,bí-gū-luh,16,bí-gū-luh,bi2gu7luh,bi2gu7luh,biguluh,biguluh,bgl,bgl
粉刺鋏,hún-tshì-giap,16,hún-chhì-giap,hun2tshi3giap,hun2chhi3giap,huntshigiap,hunchhigiap,htg,hcg
粉尾筅,hún-bué-tshíng,16,hún-bóe-chhéng,hun2bue2tshing2,hun2boe2chheng2,hunbuetshing,hunboechheng,hbt,hbc
粉尾筅,hún-bé-tshíng,16,hún-bé-chhéng,hun2be2tshing2,hun2be2chheng2,hunbetshing,hunbechheng,hbt,hbc
粉底液,hún-té-i̍k,16,hún-té-e̍k,hun2te2ik8,hun2te2ek8,hunteik,hunteek,hti,hte
粉底筅,hún-tué-tshíng,16,hún-tóe-chhéng,hun2tue2tshing2,hun2toe2chheng2,huntuetshing,huntoechheng,htt,htc
粉底筅,hún-té-tshíng,16,hún-té-chhéng,hun2te2tshing2,hun2te2chheng2,huntetshing,huntechheng,htt,htc
粉拭仔,hún-tshit-á,16,hún-chhit-á,hun2tshita2,hun2chhita2,huntshita,hunchhita,hta,hca
粉撲仔,hún-phok-á,16,hún-phok-á,hun2phoka2,hun2phoka2,hunphoka,hunphoka,hpa,hpa
粉紅醬,hún-âng-tsiùnn,16,hún-âng-chiùⁿ,hun2ang5tsiunn3,hun2ang5chiunn3,hunangtsiunn,hunangchiunn,hat,hac
粑粑絲,pa-pa-si,16,pa-pa-si,papasi,papasi,papasi,papasi,pps,pps
精華帶,tsing-huâ-tuà,16,cheng-hôa-tòa,tsinghua5tua3,chenghoa5toa3,tsinghuatua,chenghoatoa,tht,cht
精華液,tsing-huâ-i̍k,16,cheng-hôa-e̍k,tsinghua5ik8,chenghoa5ek8,tsinghuaik,chenghoaek,thi,che
糖餡餅,thn̂g-ānn-piánn,16,thn̂g-āⁿ-piáⁿ,thng5ann7piann2,thng5ann7piann2,thngannpiann,thngannpiann,tap,tap
紅貴賓,âng-kuì-pin,16,âng-kùi-pin,ang5kui3pin,ang5kui3pin,angkuipin,angkuipin,akp,akp
紐結糖,niú-kat-thn̂g,16,niú-kat-thn̂g,niu2katthng5,niu2katthng5,niukatthng,niukatthng,nkt,nkt
素顏霜,sòo-gân-song,16,sò͘-gân-song,soo3gan5song,soo3gan5song,soogansong,soogansong,sgs,sgs
終端機,tsiong-tuan-ki,16,chiong-toan-ki,tsiongtuanki,chiongtoanki,tsiongtuanki,chiongtoanki,ttk,ctk
組合齒,tsoo-ha̍p-khí,16,cho͘-ha̍p-khí,tsoohap8khi2,choohap8khi2,tsoohapkhi,choohapkhi,thk,chk
綠奶茶,li̍k-ling-tê,16,le̍k-leng-tê,lik8lingte5,lek8lengte5,liklingte,leklengte,llt,llt
綠奶茶,li̍k-ni-tê,16,le̍k-ni-tê,lik8nite5,lek8nite5,liknite,leknite,lnt,lnt
網仔瓜,bāng-á-kue,16,bāng-á-koe,bang7a2kue,bang7a2koe,bangakue,bangakoe,bak,bak
網仔篩,bāng-á-thai,16,bāng-á-thai,bang7a2thai,bang7a2thai,bangathai,bangathai,bat,bat
羅宋湯,lô-sòng-thng,16,lô-sòng-thng,lo5song3thng,lo5song3thng,losongthng,losongthng,lst,lst
羅素狗,lô-sòo-káu,16,lô-sò͘-káu,lo5soo3kau2,lo5soo3kau2,losookau,losookau,lsk,lsk
羊駱駝,iûnn-lo̍k-tô,16,iûⁿ-lo̍k-tô,iunn5lok8to5,iunn5lok8to5,iunnlokto,iunnlokto,ilt,ilt
羌仔虎,kiunn-á-hóo,16,kiuⁿ-á-hó͘,kiunna2hoo2,kiunna2hoo2,kiunnahoo,kiunnahoo,kah,kah
美妝卵,bí-tsong-nn̄g,16,bí-chong-nn̄g,bi2tsongnng7,bi2chongnng7,bitsongnng,bichongnng,btn,bcn
羽毛球,ú-môo-kiû,16,ú-mô͘-kiû,u2moo5kiu5,u2moo5kiu5,umookiu,umookiu,umk,umk
羽絨衫,ú-jiông-sann,16,ú-jiông-saⁿ,u2jiong5sann,u2jiong5sann,ujiongsann,ujiongsann,ujs,ujs
羽絨衫,ú-liông-sann,16,ú-liông-saⁿ,u2liong5sann,u2liong5sann,uliongsann,uliongsann,uls,uls
翕貼機,hip-tah-ki,16,hip-tah-ki,hiptahki,hiptahki,hiptahki,hiptahki,htk,htk
翕隨有,hip-suî-ū,16,hip-sûi-ū,hipsui5u7,hipsui5u7,hipsuiu,hipsuiu,hsu,hsu
考古題,khó-kóo-tê,16,khó-kó͘-tê,kho2koo2te5,kho2koo2te5,khokoote,khokoote,kkt,kkt
耐力賽,nāi-li̍k-sài,16,nāi-le̍k-sài,nai7lik8sai3,nai7lek8sai3,nailiksai,naileksai,nls,nls
耳機空,hī-ki-khang,16,hī-ki-khang,hi7kikhang,hi7kikhang,hikikhang,hikikhang,hkk,hkk
耳機空,hīnn-ki-khang,16,hīⁿ-ki-khang,hinn7kikhang,hinn7kikhang,hinnkikhang,hinnkikhang,hkk,hkk
聯合國,liân-ha̍p-kok,16,liân-ha̍p-kok,lian5hap8kok,lian5hap8kok,lianhapkok,lianhapkok,lhk,lhk
肉桂捲,jio̍k-kuì-kńg,16,jio̍k-kùi-kńg,jiok8kui3kng2,jiok8kui3kng2,jiokkuikng,jiokkuikng,jkk,jkk
肉桂捲,lio̍k-kuì-kńg,16,lio̍k-kùi-kńg,liok8kui3kng2,liok8kui3kng2,liokkuikng,liokkuikng,lkk,lkk
肌少症,ki-tsió-tsìng,16,ki-chió-chèng,kitsio2tsing3,kichio2cheng3,kitsiotsing,kichiocheng,ktt,kcc
肌耐力,ki-nāi-li̍k,16,ki-nāi-le̍k,kinai7lik8,kinai7lek8,kinailik,kinailek,knl,knl
肚臍丁,tōo-tsâi-ting,16,tō͘-châi-teng,too7tsai5ting,too7chai5teng,tootsaiting,toochaiteng,ttt,tct
肥身症,puî-sin-tsìng,16,pûi-sin-chèng,pui5sintsing3,pui5sincheng3,puisintsing,puisincheng,pst,psc
胭脂筆,ian-tsi-pit,16,ian-chi-pit,iantsipit,ianchipit,iantsipit,ianchipit,itp,icp
胸坎捒,hing-khám-sak,16,heng-khám-sak,hingkham2sak,hengkham2sak,hingkhamsak,hengkhamsak,hks,hks
能耗比,lîng-hònn-pí,16,lêng-hòⁿ-pí,ling5honn3pi2,leng5honn3pi2,linghonnpi,lenghonnpi,lhp,lhp
脈衝光,me̍h-tshiong-kng,16,me̍h-chhiong-kng,meh8tshiongkng,meh8chhiongkng,mehtshiongkng,mehchhiongkng,mtk,mck
脣線筆,tûn-suànn-pit,16,tûn-sòaⁿ-pit,tun5suann3pit,tun5soann3pit,tunsuannpit,tunsoannpit,tsp,tsp
膨獅狗,phòng-sai-káu,16,phòng-sai-káu,phong3saikau2,phong3saikau2,phongsaikau,phongsaikau,psk,psk
膨粉筅,phòng-hún-tshíng,16,phòng-hún-chhéng,phong3hun2tshing2,phong3hun2chheng2,phonghuntshing,phonghunchheng,pht,phc
膨粉餅,phòng-hún-piánn,16,phòng-hún-piáⁿ,phong3hun2piann2,phong3hun2piann2,phonghunpiann,phonghunpiann,php,php
膽固醇,tánn-kòo-sûn,16,táⁿ-kò͘-sûn,tann2koo3sun5,tann2koo3sun5,tannkoosun,tannkoosun,tks,tks
自由車,tsū-iû-tshia,16,chū-iû-chhia,tsu7iu5tshia,chu7iu5chhia,tsuiutshia,chuiuchhia,tit,cic
自閉症,tsū-pì-tsìng,16,chū-pì-chèng,tsu7pi3tsing3,chu7pi3cheng3,tsupitsing,chupicheng,tpt,cpc
臭殕茶,tshàu-phú-tê,16,chhàu-phú-tê,tshau3phu2te5,chhau3phu2te5,tshauphute,chhauphute,tpt,cpt
舍利子,sià-lī-tsú,16,sià-lī-chú,sia3li7tsu2,sia3li7chu2,sialitsu,sialichu,slt,slc
舒芙蕾,su-hu-lé,16,su-hu-lé,suhule2,suhule2,suhule,suhule,shl,shl
芥藍仔,kè-nâ-á,16,kè-nâ-á,ke3na5a2,ke3na5a2,kenaa,kenaa,kna,kna
芥藍仔,kè-nê-á,16,kè-nê-á,ke3ne5a2,ke3ne5a2,kenea,kenea,kna,kna
芬多精,hun-to-tsing,16,hun-to-cheng,huntotsing,huntocheng,huntotsing,huntocheng,htt,htc
茯苓糕,ho̍k-lîng-ko,16,ho̍k-lêng-ko,hok8ling5ko,hok8leng5ko,hoklingko,hoklengko,hlk,hlk
茶米卵,tê-bí-nn̄g,16,tê-bí-nn̄g,te5bi2nng7,te5bi2nng7,tebinng,tebinng,tbn,tbn
草橄仔,tshó-kan-á,16,chhó-kan-á,tsho2kana2,chho2kana2,tshokana,chhokana,tka,cka
草莓醬,tsháu-m̂-tsiùnn,16,chháu-m̂-chiùⁿ,tshau2m5tsiunn3,chhau2m5chiunn3,tshaumtsiunn,chhaumchiunn,tmt,cmc
莫德納,moo-té-nah,16,mo͘-té-nah,moote2nah,moote2nah,mootenah,mootenah,mtn,mtn
莫斯科,bo̍k-su-kho,16,bo̍k-su-kho,bok8sukho,bok8sukho,boksukho,boksukho,bsk,bsk
菇類湯,koo-luī-thng,16,ko͘-lūi-thng,koolui7thng,koolui7thng,kooluithng,kooluithng,klt,klt
菇類醬,koo-luī-tsiùnn,16,ko͘-lūi-chiùⁿ,koolui7tsiunn3,koolui7chiunn3,kooluitsiunn,kooluichiunn,klt,klc
菇類麵,koo-luī-mī,16,ko͘-lūi-mī,koolui7mi7,koolui7mi7,kooluimi,kooluimi,klm,klm
落崎賽,lo̍h-kiā-sài,16,lo̍h-kiā-sài,loh8kia7sai3,loh8kia7sai3,lohkiasai,lohkiasai,lks,lks
葉黃素,ia̍p-hông-sòo,16,ia̍p-hông-sò͘,iap8hong5soo3,iap8hong5soo3,iaphongsoo,iaphongsoo,ihs,ihs
葡萄牙,phû-tô-gâ,16,phû-tô-gâ,phu5to5ga5,phu5to5ga5,phutoga,phutoga,ptg,ptg
蒙古巡,bông-kóo-sûn,16,bông-kó͘-sûn,bong5koo2sun5,bong5koo2sun5,bongkoosun,bongkoosun,bks,bks
蓄水池,thiok-tsuí-tî,16,thiok-chúi-tî,thioktsui2ti5,thiokchui2ti5,thioktsuiti,thiokchuiti,ttt,tct
蓄水率,thiok-tsuí-lu̍t,16,thiok-chúi-lu̍t,thioktsui2lut8,thiokchui2lut8,thioktsuilut,thiokchuilut,ttl,tcl
蓄水量,thiok-tsuí-liōng,16,thiok-chúi-liōng,thioktsui2liong7,thiokchui2liong7,thioktsuiliong,thiokchuiliong,ttl,tcl
蓮苞頭,liân-pau-thâu,16,liân-pau-thâu,lian5pauthau5,lian5pauthau5,lianpauthau,lianpauthau,lpt,lpt
薄 tshì-sìr,po̍h-tshì-sìr,16,po̍h-chhì-sìr,poh8tshi3sir3,poh8chhi3sir3,pohtshisir,pohchhisir,pts,pcs
薄 tshì-sù,po̍h-tshì-sù,16,po̍h-chhì-sù,poh8tshi3su3,poh8chhi3su3,pohtshisu,pohchhisu,pts,pcs
薄喙脣,po̍h-tshuì-tûn,16,po̍h-chhùi-tûn,poh8tshui3tun5,poh8chhui3tun5,pohtshuitun,pohchhuitun,ptt,pct
薰衫草,hun-sann-tsháu,16,hun-saⁿ-chháu,hunsanntshau2,hunsannchhau2,hunsanntshau,hunsannchhau,hst,hsc
蘋果光,phōng-kó-kng,16,phōng-kó-kng,phong7ko2kng,phong7ko2kng,phongkokng,phongkokng,pkk,pkk
蘋果派,phōng-kó-phài,16,phōng-kó-phài,phong7ko2phai3,phong7ko2phai3,phongkophai,phongkophai,pkp,pkp
蘋果肌,phōng-kó-ki,16,phōng-kó-ki,phong7ko2ki,phong7ko2ki,phongkoki,phongkoki,pkk,pkk
處理器,tshú-lí-khì,16,chhú-lí-khì,tshu2li2khi3,chhu2li2khi3,tshulikhi,chhulikhi,tlk,clk
蝶仔䘼,ia̍h-á-ńg,16,ia̍h-á-ńg,iah8a2ng2,iah8a2ng2,iahang,iahang,ian,ian
蝶仔泅,ia̍h-á-siû,16,ia̍h-á-siû,iah8a2siu5,iah8a2siu5,iahasiu,iahasiu,ias,ias
螺螄粉,lê-sai-hún,16,lê-sai-hún,le5saihun2,le5saihun2,lesaihun,lesaihun,lsh,lsh
蠓仔電,báng-á-tiān,16,báng-á-tiān,bang2a2tian7,bang2a2tian7,bangatian,bangatian,bat,bat
衝鋒銃,tshiong-hong-tshìng,16,chhiong-hong-chhèng,tshionghongtshing3,chhionghongchheng3,tshionghongtshing,chhionghongchheng,tht,chc
複合弓,ho̍k-ha̍p-king,16,ho̍k-ha̍p-keng,hok8hap8king,hok8hap8keng,hokhapking,hokhapkeng,hhk,hhk
西施狗,se-si-káu,16,se-si-káu,sesikau2,sesikau2,sesikau,sesikau,ssk,ssk
西洋棋,se-iûnn-kî,16,se-iûⁿ-kî,seiunn5ki5,seiunn5ki5,seiunnki,seiunnki,sik,sik
視神經,sī-sîn-king,16,sī-sîn-keng,si7sin5king,si7sin5keng,sisinking,sisinkeng,ssk,ssk
視網膜,sī-bāng-mo̍oh,16,sī-bāng-mo̍͘h,si7bang7mooh8,si7bang7mooh8,sibangmooh,sibangmooh,sbm,sbm
解析度,kái-sik-tōo,16,kái-sek-tō͘,kai2siktoo7,kai2sektoo7,kaisiktoo,kaisektoo,kst,kst
觸控板,tshiok-khòng-pán,16,chhiok-khòng-pán,tshiokkhong3pan2,chhiokkhong3pan2,tshiokkhongpan,chhiokkhongpan,tkp,ckp
觸身球,tshiok-sin-kiû,16,chhiok-sin-kiû,tshioksinkiu5,chhioksinkiu5,tshioksinkiu,chhioksinkiu,tsk,csk
訂閱制,tīng-ua̍t-tsè,16,tēng-oa̍t-chè,ting7uat8tse3,teng7oat8che3,tinguattse,tengoatche,tut,toc
討論區,thó-lūn-khu,16,thó-lūn-khu,tho2lun7khu,tho2lun7khu,tholunkhu,tholunkhu,tlk,tlk
記憶體,kì-ik-thé,16,kì-ek-thé,ki3ikthe2,ki3ekthe2,kiikthe,kiekthe,kit,ket
記錄檔,kì-lio̍k-tòng,16,kì-lio̍k-tòng,ki3liok8tong3,ki3liok8tong3,kilioktong,kilioktong,klt,klt
記錄檔,kì-lo̍k-tóng,16,kì-lo̍k-tóng,ki3lok8tong2,ki3lok8tong2,kiloktong,kiloktong,klt,klt
調味料,tiâu-bī-liāu,16,tiâu-bī-liāu,tiau5bi7liau7,tiau5bi7liau7,tiaubiliau,tiaubiliau,tbl,tbl
調理棒,tiâu-lí-pāng,16,tiâu-lí-pāng,tiau5li2pang7,tiau5li2pang7,tiaulipang,tiaulipang,tlp,tlp
護手霜,hōo-tshiú-song,16,hō͘-chhiú-song,hoo7tshiu2song,hoo7chhiu2song,hootshiusong,hoochhiusong,hts,hcs
護脣膏,hōo-tûn-ko,16,hō͘-tûn-ko,hoo7tun5ko,hoo7tun5ko,hootunko,hootunko,htk,htk
讀卡機,tha̍k-khah-ki,16,tha̍k-khah-ki,thak8khahki,thak8khahki,thakkhahki,thakkhahki,tkk,tkk
變異株,piàn-ī-tsu,16,piàn-ī-chu,pian3i7tsu,pian3i7chu,pianitsu,pianichu,pit,pic
豆腐麵,tāu-hū-mī,16,tāu-hū-mī,tau7hu7mi7,tau7hu7mi7,tauhumi,tauhumi,thm,thm
豬流感,ti-liû-kám,16,ti-liû-kám,tiliu5kam2,tiliu5kam2,tiliukam,tiliukam,tlk,tlk
豬流感,tu-liû-kám,16,tu-liû-kám,tuliu5kam2,tuliu5kam2,tuliukam,tuliukam,tlk,tlk
貴賓狗,kuì-pin-káu,16,kùi-pin-káu,kui3pinkau2,kui3pinkau2,kuipinkau,kuipinkau,kpk,kpk
費南雪,huì-lâm-seh,16,hùi-lâm-seh,hui3lam5seh,hui3lam5seh,huilamseh,huilamseh,hls,hls
資料庫,tsu-liāu-khòo,16,chu-liāu-khò͘,tsuliau7khoo3,chuliau7khoo3,tsuliaukhoo,chuliaukhoo,tlk,clk
賽末點,sài-bua̍t-tiám,16,sài-boa̍t-tiám,sai3buat8tiam2,sai3boat8tiam2,saibuattiam,saiboattiam,sbt,sbt
起泡片,khí-pho-phìnn,16,khí-pho-phìⁿ,khi2phophinn3,khi2phophinn3,khiphophinn,khiphophinn,kpp,kpp
起跑線,khí-pháu-suànn,16,khí-pháu-sòaⁿ,khi2phau2suann3,khi2phau2soann3,khiphausuann,khiphausoann,kps,kps
起跑點,khí-pháu-tiám,16,khí-pháu-tiám,khi2phau2tiam2,khi2phau2tiam2,khiphautiam,khiphautiam,kpt,kpt
超音波,tshiau-im-pho,16,chhiau-im-pho,tshiauimpho,chhiauimpho,tshiauimpho,chhiauimpho,tip,cip
越武道,ua̍t-bú-tō,16,oa̍t-bú-tō,uat8bu2to7,oat8bu2to7,uatbuto,oatbuto,ubt,obt
趖蟲類,sô-thâng-luī,16,sô-thâng-lūi,so5thang5lui7,so5thang5lui7,sothanglui,sothanglui,stl,stl
趨角筅,tshu-kak-tshíng,16,chhu-kak-chhéng,tshukaktshing2,chhukakchheng2,tshukaktshing,chhukakchheng,tkt,ckc
趨輪枋,tshu-lián-pang,16,chhu-lián-pang,tshulian2pang,chhulian2pang,tshulianpang,chhulianpang,tlp,clp
跆拳道,tâi-kûn-tō,16,tâi-kûn-tō,tai5kun5to7,tai5kun5to7,taikunto,taikunto,tkt,tkt
跤後筋,kha-āu-kin,16,kha-āu-kin,khaau7kin,khaau7kin,khaaukin,khaaukin,kak,kak
跤後筋,kha-āu-kun,16,kha-āu-kun,khaau7kun,khaau7kun,khaaukun,khaaukun,kak,kak
跤扒泅,kha-pê-siû,16,kha-pê-siû,khape5siu5,khape5siu5,khapesiu,khapesiu,kps,kps
路透社,lōo-thàu-siā,16,lō͘-thàu-siā,loo7thau3sia7,loo7thau3sia7,loothausia,loothausia,lts,lts
軍用狗,kun-iōng-káu,16,kun-iōng-káu,kuniong7kau2,kuniong7kau2,kuniongkau,kuniongkau,kik,kik
軟剾匙,nńg-khau-sî,16,nńg-khau-sî,nng2khausi5,nng2khausi5,nngkhausi,nngkhausi,nks,nks
軟轎床,nńg-kiō-tshn̂g,16,nńg-kiō-chhn̂g,nng2kio7tshng5,nng2kio7chhng5,nngkiotshng,nngkiochhng,nkt,nkc
載入中,tsài-ji̍p-tiong,16,chài-ji̍p-tiong,tsai3jip8tiong,chai3jip8tiong,tsaijiptiong,chaijiptiong,tjt,cjt
載入中,tsài-li̍p-tiong,16,chài-li̍p-tiong,tsai3lip8tiong,chai3lip8tiong,tsailiptiong,chailiptiong,tlt,clt
輸入欄,su-ji̍p-nuâ,16,su-ji̍p-nôa,sujip8nua5,sujip8noa5,sujipnua,sujipnoa,sjn,sjn
輸入欄,su-li̍p-nuâ,16,su-li̍p-nôa,sulip8nua5,sulip8noa5,sulipnua,sulipnoa,sln,sln
轉接頭,tsuán-tsiap-thâu,16,choán-chiap-thâu,tsuan2tsiapthau5,choan2chiapthau5,tsuantsiapthau,choanchiapthau,ttt,cct
迷客夏,bê-kheh-hā,16,bê-kheh-hā,be5khehha7,be5khehha7,bekhehha,bekhehha,bkh,bkh
迷眾頁,bê-tsiòng-ia̍h,16,bê-chiòng-ia̍h,be5tsiong3iah8,be5chiong3iah8,betsiongiah,bechiongiah,bti,bci
迷迭香,bê-tia̍t-hiang,16,bê-tia̍t-hiang,be5tiat8hiang,be5tiat8hiang,betiathiang,betiathiang,bth,bth
透明度,thàu-bîng-tōo,16,thàu-bêng-tō͘,thau3bing5too7,thau3beng5too7,thaubingtoo,thaubengtoo,tbt,tbt
透明度,thò-bîng-tōo,16,thò-bêng-tō͘,tho3bing5too7,tho3beng5too7,thobingtoo,thobengtoo,tbt,tbt
過路人,kuè-lōo-lâng,16,kòe-lō͘-lâng,kue3loo7lang5,koe3loo7lang5,kueloolang,koeloolang,kll,kll
遠近法,hn̄g-kīn-huat,16,hn̄g-kīn-hoat,hng7kin7huat,hng7kin7hoat,hngkinhuat,hngkinhoat,hkh,hkh
遠近法,hn̄g-kūn-huat,16,hn̄g-kūn-hoat,hng7kun7huat,hng7kun7hoat,hngkunhuat,hngkunhoat,hkh,hkh
邊緣人,pian-iân-jîn,16,pian-iân-jîn,pianian5jin5,pianian5jin5,pianianjin,pianianjin,pij,pij
酸種麭,sng-tsíng-pháng,16,sng-chéng-pháng,sngtsing2phang2,sngcheng2phang2,sngtsingphang,sngchengphang,stp,scp
酸薟湯,sng-hiam-thng,16,sng-hiam-thng,snghiamthng,snghiamthng,snghiamthng,snghiamthng,sht,sht
重巡膠,tîng-sûn-ka,16,têng-sûn-ka,ting5sun5ka,teng5sun5ka,tingsunka,tengsunka,tsk,tsk
重巡貼,tîng-sûn-tah,16,têng-sûn-tah,ting5sun5tah,teng5sun5tah,tingsuntah,tengsuntah,tst,tst
重整理,tîng-tsíng-lí,16,têng-chéng-lí,ting5tsing2li2,teng5cheng2li2,tingtsingli,tengchengli,ttl,tcl
重載入,tîng-tsài-ji̍p,16,têng-chài-ji̍p,ting5tsai3jip8,teng5chai3jip8,tingtsaijip,tengchaijip,ttj,tcj
